,2. Datum nesreče,3. Ura nesreče,4. Nadzornik prisoten,5. Zdravnik prisoten,6. Reševalec prisoten,7. Udeleženec A – LETNICA ROJSTVA,8. Udeleženec A – država,9. Udeleženec A – zvrst smučanja,10. Udeleženec A – ravnanje pred nesrečo,11. Udeleženec B – LETO rojstva,12. Udeleženec B – država,13. Udeleženec B – zvrst smučanja,14. Skica nesreče,15. Fotografija kraja nesreče,16. Posnetek kraja nesreče,17. Vreme,18. Vidljivost,19. Temperatura,20. Vrsta snega,21. Veter,22. Telesna poškodba
1229,7.3.2015,12:30,TRUE,TRUE,TRUE,1996,Slovenija,Alpsko,1,,,,TRUE,,,4,1,0,7,2,Lažja
1230,7.3.2015,13:30,TRUE,TRUE,TRUE,1970,Hrvaška,Alpsko,1,,,,TRUE,TRUE,,2,2,-1,7,,Lažja
1231,7.3.2015,13:30,TRUE,TRUE,TRUE,1991,Slovenija,Alpsko,,,,,TRUE,,,2,2,-1,7,2,Lažja
1232,8.3.2015,10:30,TRUE,TRUE,,1994,Slovenija,Deskanje,2,,,,TRUE,,,1,2,-3,7,1,Lažja
1233,8.3.2015,03:00,TRUE,TRUE,TRUE,2004,Slovenija,Alpsko,25,1959,Madžarska,Alpsko,TRUE,TRUE,,1,2,-1,7,1,Lažja
1234,8.3.2015,13:00,TRUE,TRUE,TRUE,1972,Slovenija,Alpsko,2,,,,TRUE,,,1,2,-1,7,1,Lažja
1235,8.3.2015,13:30,TRUE,TRUE,TRUE,1990,Slovenija,Deskanje,2,,,,TRUE,,,1,2,-1,7,1,Lažja
1236,8.3.2015,04:00,TRUE,TRUE,,2002,Slovenija,Deskanje,2,,,,TRUE,,,1,2,-1,7,1,Lažja
1237,8.3.2015,14:00,TRUE,TRUE,TRUE,1956,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,2,-1,7,1,Lažja
1238,8.3.2015,14:00,TRUE,TRUE,TRUE,,Madžarska,Alpsko,2,,,,TRUE,TRUE,,1,2,-1,7,1,Lažja
1239,10.3.2015,12:30,TRUE,,,1986,Madžarska,Deskanje,2,,,,TRUE,,,1,2,2,7,1,Lažja
1240,11.3.2015,11:00,TRUE,,TRUE,1989,Madžarska,Alpsko,1,,,,TRUE,TRUE,TRUE,2,1,0,7,1,Lažja
1241,12.3.2015,17:00,TRUE,,TRUE,1968,Slovenija,Alpsko,2,,,,TRUE,,,2,2,-1,7,2,Lažja
1242,13.3.2015,10:30,TRUE,,TRUE,2004,Slovenija,Alpsko,15,,,,TRUE,TRUE,,2,2,15,7,1,Lažja
1243,13.3.2015,12:30,TRUE,,TRUE,1992,Slovenija,Deskanje,12,,,,TRUE,TRUE,,2,2,24,7,,Lažja
1244,13.3.2015,15:30,TRUE,,TRUE,2011,Slovenija,Alpsko,,,,,TRUE,TRUE,,2,2,25,7,,Lažja
1245,14.3.2015,14:30,TRUE,TRUE,TRUE,2001,Madžarska,Deskanje,,,,,,,,2,2,15,7,,Lažja
1246,15.3.2015,11:30,TRUE,TRUE,TRUE,1999,Slovenija,Alpsko,1,,,,TRUE,TRUE,,2,1,0,7,1,Lažja
1247,15.3.2015,11:30,TRUE,TRUE,TRUE,1987,Slovenija,Alpsko,1,,,,TRUE,TRUE,TRUE,2,1,0,7,1,Lažja
1248,15.3.2015,12:30,TRUE,TRUE,TRUE,2010,Slovenija,Alpsko,1,,,,TRUE,TRUE,,2,1,0,7,1,Lažja
1249,15.3.2015,19:00,TRUE,,TRUE,1969,Slovenija,Alpsko,1,,,,TRUE,TRUE,,2,1,0,7,1,Lažja
1250,16.3.2015,13:00,TRUE,,TRUE,2001,Slovenija,Deskanje,2,,,,TRUE,,,2,2,0,7,1,Lažja
1251,19.3.2015,11:30,TRUE,TRUE,TRUE,1939,Slovenija,Alpsko,1,,,,TRUE,TRUE,TRUE,1,1,0,7,1,Lažja
1252,20.3.2015,11:00,TRUE,TRUE,TRUE,1987,Slovenija,Deskanje,1,,,,TRUE,,,1,1,0,7,1,Lažja
1253,21.3.2015,10:30,TRUE,,TRUE,2009,Slovenija,Alpsko,1,,,,TRUE,,,1,,2,5,,Lažja
1254,21.3.2015,11:30,TRUE,TRUE,TRUE,1961,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,1,4,7,1,Lažja
1255,21.3.2015,15:00,TRUE,TRUE,TRUE,2000,Hrvaška,Alpsko,,,,,TRUE,,,1,2,4,11,1,Lažja
1256,24.3.2015,10:30,TRUE,,TRUE,1937,Slovenija,Alpsko,1,,,,TRUE,TRUE,FALSE,1,2,21,7,1,Lažja
1257,24.3.2015,12:00,TRUE,,TRUE,1997,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,4,4,1,Lažja
1258,3.4.2015,11:00,TRUE,,TRUE,1957,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,1,2,7,1,Lažja
1259,3.4.2015,11:00,TRUE,,TRUE,1952,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,1,2,7,2,Lažja
1260,3.3.2015,12:30,TRUE,,TRUE,2001,Malta,Deskanje,1,,,,TRUE,TRUE,,1,2,,11,1,Lažja
1261,3.3.2015,13:00,TRUE,,TRUE,1943,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,2,16,9,1,Lažja
1262,3.3.2015,12:00,TRUE,,TRUE,1959,Madžarska,Alpsko,1,,,,,,,2,2,0,3,1,Lažja
1263,3.3.2015,15:30,TRUE,,TRUE,2004,Slovenija,Deskanje,1,,,,TRUE,TRUE,,2,2,0,8,1,Lažja
1264,1.2.2015,10:00,TRUE,,TRUE,2011,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,1,24,4,1,Lažja
1265,1.2.2015,14:00,TRUE,,TRUE,2006,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,1,2,4,1,Lažja
1266,5.2.2015,14:30,TRUE,,TRUE,1979,češka,Alpsko,1,,,,TRUE,TRUE,,5,3,-5,2,1,Lažja
1267,5.2.2015,20:00,TRUE,,TRUE,1987,Slovenija,Alpsko,1,,,,,,,3,1,2,2,2,Lažja
1268,7.2.2015,09:30,TRUE,,TRUE,2006,Slovenija,Alpsko,1,,,,,,,1,1,-6,3,1,Lažja
1269,9.2.2015,13:00,TRUE,,TRUE,2010,Slovenija,Alpsko,1,,,,,,,2,1,-3,3,1,Lažja
1270,10.2.2015,11:30,TRUE,,TRUE,1951,Slovenija,,,,,,,,,4,2,3,3,1,Lažja
1271,11.2.2015,12:00,TRUE,,TRUE,1988,Hrvaška,Alpsko,,,,,TRUE,TRUE,,1,1,1,3,1,Lažja
1272,12.2.2015,15:00,TRUE,,TRUE,1961,Slovenija,Alpsko,1,,,,,,,2,2,0,7,1,Lažja
1273,13.2.2015,12:30,TRUE,,TRUE,2002,Slovenija,,1,,,,TRUE,TRUE,,1,2,0,7,1,Lažja
1274,15.2.2015,09:30,TRUE,,TRUE,1977,Slovenija,Alpsko,1,,,,TRUE,,,1,1,3,4,1,Lažja
1275,14.2.2015,20:00,TRUE,FALSE,TRUE,1979,Slovenija,Alpsko,8,,,,TRUE,TRUE,,1,1,-2,7,1,Lažja
1276,14.2.2015,20:30,TRUE,,,1984,Slovenija,Deskanje,1,,,,TRUE,,,1,1,0,7,1,Lažja
1277,4.3.2015,12:30,TRUE,,TRUE,2002,Slovenija,Alpsko,1,,,,,,,5,2,0,2,1,Lažja
1278,4.3.2015,15:30,TRUE,,TRUE,1953,Slovenija,Alpsko,,,,,,,,5,2,2,2,2,Lažja
1279,7.3.2015,11:00,TRUE,,TRUE,2000,Slovenija,Deskanje,1,,,,,,,1,2,9,11,1,Lažja
1280,6.3.2015,16:00,TRUE,,TRUE,1989,Kanada,Deskanje,1,,,,,,,1,2,3,11,1,Lažja
1281,7.3.2015,11:30,TRUE,,TRUE,2000,Slovenija,Deskanje,1,,,,TRUE,TRUE,,1,2,0,8,2,Lažja
1282,7.3.2015,12:00,TRUE,,TRUE,1982,Združeno Kraljestvo,Alpsko,1,,,,TRUE,TRUE,,1,2,9,2,1,Lažja
1283,7.3.2015,12:30,TRUE,,TRUE,1987,Slovenija,Deskanje,1,,,,,,,1,2,-2,9,2,Lažja
1284,7.3.2015,13:00,TRUE,,TRUE,2008,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,5,11,1,Lažja
1285,7.3.2015,15:00,TRUE,,TRUE,1998,Slovenija,Deskanje,1,,,,,,,1,2,0,8,2,Lažja
1286,8.3.2015,12:30,TRUE,,TRUE,1961,Slovenija,Alpsko,,,,,,TRUE,,1,2,0,9,2,Lažja
1287,8.3.2015,12:00,,,,1967,Slovenija,Alpsko,,1990,Slovenija,,TRUE,TRUE,,1,2,5,2,1,Lažja
1288,8.3.2015,13:30,TRUE,,TRUE,1975,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,0,6,2,Lažja
1289,8.3.2015,14:30,TRUE,,TRUE,1957,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,0,9,2,Lažja
1290,8.3.2015,15:00,TRUE,,TRUE,1976,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,2,0,6,1,Lažja
1291,8.3.2015,11:00,TRUE,,TRUE,1968,Nizozemska,Alpsko,1,,,,,,,1,2,0,8,2,Lažja
1292,29.3.2015,10:30,TRUE,TRUE,TRUE,1995,Slovenija,Deskanje,2,,,,,,,1,1,,7,1,Lažja
1293,13.3.2015,11:30,TRUE,,TRUE,1986,Slovenija,Alpsko,8,1949,Slovenija,Alpsko,TRUE,TRUE,,1,2,0,7,1,Lažja
1294,12.3.2015,09:30,TRUE,,TRUE,2005,Slovenija,Alpsko,10,,,,TRUE,TRUE,,1,2,-32,3,2,Lažja
1295,8.3.2015,,TRUE,TRUE,TRUE,1962,Slovenija,Alpsko,25,,,,TRUE,TRUE,,1,2,-2,7,1,Lažja
1296,7.3.2015,14:00,TRUE,TRUE,TRUE,2008,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,1,-1,3,1,Lažja
1297,6.3.2015,11:30,TRUE,,TRUE,1971,Hrvaška,Alpsko,2,,,,TRUE,TRUE,,1,2,-28,7,1,Lažja
1298,6.3.2015,09:30,TRUE,,TRUE,1990,Slovenija,Alpsko,22,,,,,,,3,1,-5,7,2,Lažja
1299,1.3.2015,10:00,TRUE,TRUE,TRUE,1965,Slovenija,Alpsko,15,,,,TRUE,,,2,2,0,7,1,Lažja
1300,19.2.2015,10:30,TRUE,,TRUE,1949,Slovenija,,,,,,TRUE,,,1,1,3,7,,Lažja
1301,11.2.2015,10:30,TRUE,,TRUE,2001,Slovenija,Deskanje,,,,,TRUE,,,1,1,3,7,,Lažja
1302,7.2.2015,13:30,TRUE,,TRUE,2004,Slovenija,,,,,,TRUE,,,1,1,0,7,1,Lažja
1303,24.3.2015,10:30,TRUE,,TRUE,1990,Slovenija,Deskanje,1,,,,TRUE,TRUE,,1,2,4,7,1,Lažja
1304,21.3.2015,11:30,TRUE,,TRUE,1990,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,6,12,1,Lažja
1305,19.3.2015,19:30,TRUE,,TRUE,1999,Slovenija,Deskanje,1,,,,,TRUE,,1,1,,1,,Lažja
1306,18.3.2015,11:00,TRUE,,TRUE,1949,Slovenija,Alpsko,1,,,,TRUE,TRUE,,2,1,38,7,1,Lažja
1307,9.3.2015,09:30,TRUE,,TRUE,1951,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,12,11,1,Lažja
1308,14.3.2015,10:30,TRUE,TRUE,TRUE,1997,Slovenija,Alpsko,,,,,,,,3,1,4,7,1,Lažja
1309,11.3.2015,12:00,TRUE,,TRUE,2007,Slovenija,Alpsko,22,,,,,,,2,2,6,2,1,Lažja
1310,8.3.2015,15:00,TRUE,,TRUE,1980,Hrvaška,Alpsko,,,,,,,,,,,,,Lažja
1311,12.3.2015,13:30,TRUE,,TRUE,1998,češka,Alpsko,1,,,,TRUE,TRUE,,1,2,15,1,2,Lažja
1312,6.3.2015,19:00,TRUE,,TRUE,2005,Slovenija,Alpsko,1,,,,,,,2,2,23,7,2,Lažja
1313,6.3.2015,09:30,TRUE,,TRUE,1992,Slovenija,Alpsko,1,,,,,,,2,2,-6,7,2,Lažja
1314,4.3.2015,10:30,TRUE,,TRUE,2003,Slovenija,Alpsko,1,,,,TRUE,TRUE,,2,2,2,7,1,Lažja
1315,12.3.2015,15:30,TRUE,,TRUE,1966,Madžarska,Deskanje,1,,,,,,,1,2,2,11,1,Lažja
1316,14.3.2015,10:00,TRUE,,TRUE,1991,Slovenija,Deskanje,1,,,,TRUE,TRUE,,1,2,1,2,1,Lažja
1317,8.3.2015,09:30,TRUE,,TRUE,1943,Slovenija,Alpsko,15,,,,TRUE,TRUE,,1,2,6,7,1,Lažja
1318,7.3.2015,18:00,TRUE,,TRUE,1978,Slovenija,Alpsko,15,,,,TRUE,,,1,1,25,7,1,Lažja
1319,14.3.2015,11:00,TRUE,,TRUE,1987,Slovenija,Deskanje,12,,,,TRUE,TRUE,,2,2,-2,9,1,Lažja
1320,1.3.2015,15:00,TRUE,,TRUE,1978,Slovenija,Alpsko,1,,,,TRUE,,,1,2,0,7,1,Lažja
1321,14.3.2015,14:30,TRUE,,TRUE,1940,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,1,-1,11,1,Lažja
1322,3.3.2015,10:00,TRUE,,TRUE,1996,češka,Alpsko,2,,,,TRUE,TRUE,,1,2,-4,7,1,Lažja
1323,14.3.2015,14:00,TRUE,,TRUE,1998,Slovenija,Deskanje,1,,,,,,,1,1,25,7,1,Lažja
1324,3.3.2015,11:30,TRUE,,TRUE,1989,Avstrija,Alpsko,2,,,,TRUE,FALSE,,1,2,-4,7,1,Lažja
1325,15.3.2015,11:00,TRUE,,TRUE,1988,Združeno Kraljestvo,Alpsko,1,,,,,,,5,6,-1,2,1,Lažja
1326,7.3.2015,10:30,TRUE,TRUE,TRUE,,,,22,2005,Slovenija,Alpsko,TRUE,FALSE,,1,2,-2,2,1,Lažja
1327,15.3.2015,15:00,TRUE,,TRUE,2001,Slovenija,Alpsko,1,,,,,,,5,1,4,11,1,Lažja
1328,7.3.2015,12:00,TRUE,TRUE,TRUE,1993,Slovenija,Alpsko,,,,,TRUE,TRUE,,1,1,-3,7,1,Lažja
1329,19.3.2015,10:00,,,TRUE,1992,Slovaška,Alpsko,1,,,,TRUE,TRUE,,1,2,4,11,1,Lažja
1330,8.3.2015,10:00,TRUE,,TRUE,1971,Slovenija,Alpsko,,2007,Slovenija,,TRUE,TRUE,TRUE,1,2,-2,7,,Lažja
1331,20.3.2015,10:30,TRUE,,TRUE,1994,,Alpsko,1,,,,TRUE,TRUE,,1,2,-3,9,1,Lažja
1332,20.3.2015,11:30,,,,1998,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,-2,2,1,Lažja
1333,8.3.2015,12:00,TRUE,,TRUE,1974,Slovenija,Alpsko,4,,,,TRUE,TRUE,,1,2,-1,2,1,Lažja
1334,9.3.2015,12:30,TRUE,,TRUE,1990,Slovenija,Alpsko,1,,,,TRUE,,,1,2,5,9,1,Lažja
1335,9.3.2015,,TRUE,,TRUE,1991,Slovenija,Alpsko,1,,,,,,,1,2,5,9,1,Lažja
1336,20.3.2015,13:00,TRUE,,,1999,,Alpsko,1,,,,,,,1,2,0,9,1,Lažja
1337,10.3.2015,12:00,TRUE,,,1964,Slovenija,Alpsko,,1984,Slovenija,,TRUE,TRUE,,1,1,2,7,1,Lažja
1338,12.3.2015,12:00,TRUE,,TRUE,1978,Hrvaška, ,22,,,,TRUE,TRUE,,1,2,-1,9,2,Lažja
1339,20.3.2015,14:30,TRUE,,TRUE,2006,Slovenija,Alpsko,1,,,,,,,1,2,1,12,2,Lažja
1340,12.3.2015,12:30,TRUE,,TRUE,1971,Slovenija,Alpsko,2,,,,TRUE,TRUE,,2,1,-1,7,2,Lažja
1341,21.3.2015,12:30,TRUE,,TRUE,1996,Slovenija,Alpsko,1,,,,,,,1,2,0,12,2,Lažja
1342,21.3.2015,10:00,TRUE,,TRUE,1992,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,1,0,9,2,Lažja
1343,21.3.2015,14:30,TRUE,,TRUE,1976,Slovenija,Alpsko,1,,,,,,,2,2,0,11,3,Lažja
1344,24.3.2015,14:00,TRUE,,TRUE,2008,Slovenija,Alpsko,1,,,,,,,2,2,37,4,1,Lažja
1345,28.3.2015,11:00,TRUE,,TRUE,1983,Slovenija,Deskanje,12,,,,,,,1,2,0,11,1,Lažja
1346,21.3.2015,10:00,TRUE,,TRUE,1999,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,1,-1,7,1,Lažja
1347,28.3.2015,14:30,TRUE,,TRUE,1990,Slovenija,Deskanje,1,,,,,,,1,2,5,9,1,Lažja
1348,30.3.2015,11:00,TRUE,,TRUE,1972,Slovenija,Alpsko,1,,,,,,,2,2,4,4,2,Lažja
1349,13.3.2015,09:30,TRUE,,TRUE,1957,Slovenija,Alpsko,15,,,,TRUE,,,1,1,-3,7,1,Lažja
1350,14.3.2015,10:00,TRUE,TRUE,TRUE,2004,Slovenija,,15,2004,Slovenija,Alpsko,TRUE,TRUE,,1,1,-3,7,1,Lažja
1351,14.3.2015,12:00,TRUE,TRUE,TRUE,1983,Hrvaška,Alpsko,1,1966,Hrvaška,Alpsko,TRUE,TRUE,TRUE,1,1,1,7,1,Lažja
1352,19.3.2015,12:30,TRUE,,TRUE,2000,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,1,2,7,1,Lažja
1353,21.3.2015,13:00,TRUE,,TRUE,1954,Slovenija,Alpsko,8,1976,Slovenija,Deskanje,TRUE,TRUE,TRUE,1,2,1,7,1,Lažja
1354,21.3.2015,14:00,TRUE,,TRUE,1981,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,2,4,1,Lažja
1355,24.3.2015,14:00,TRUE,,TRUE,1974,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,,7,1,Lažja
1356,28.3.2015,09:00,TRUE,,TRUE,1961,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,1,7,1,Lažja
1357,28.3.2015,10:00,TRUE,,TRUE,1984,Slovenija,Deskanje,1,,,,TRUE,TRUE,,1,2,1,2,2,
1358,1.4.2015,10:00,TRUE,,TRUE,1990,Anglija,Deskanje,1,,,,TRUE,TRUE,,1,1,3,10,1,Lažja
1359,29.3.2015,13:30,TRUE,,TRUE,1999,Slovenija,Deskanje,2,,,,TRUE,TRUE,,1,1,2,7,1,Lažja
1360,1.4.2015,09:30,TRUE,,TRUE,1996,Avstrija,Alpsko,15,,,,TRUE,TRUE,,1,2,-1,7,1,Lažja
1361,5.4.2015,10:30,TRUE,,TRUE,1969,Slovenija,Alpsko,1,,,,TRUE,TRUE,,3,2,-3,8,2,Lažja
1362,2.4.2015,12:00,TRUE,,,1959,Slovenija,Alpsko,25,,,,TRUE,TRUE,,2,2,-1,9,3,Lažja
1363,5.4.2015,12:00,TRUE,,TRUE,1977,Slovenija,Alpsko,1,,,,TRUE,TRUE,,2,1,-4,11,1,Lažja
1364,3.4.2015,14:00,TRUE,,TRUE,1983,Združeno Kraljestvo,Alpsko,2,,,,TRUE,TRUE,,1,1,2,7,1,Lažja
1365,11.4.2015,13:30,TRUE,,TRUE,1973,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,8,11,2,Lažja
1366,4.4.2015,10:00,TRUE,TRUE,TRUE,1993,Nizozemska,Deskanje,1,,,,TRUE,TRUE,,4,1,-1,7,1,Lažja
1367,6.4.2015,12:30,TRUE,,TRUE,1948,Slovenija,Alpsko,,1990,Francija,Alpsko,TRUE,TRUE,,2,1,-1,7,2,Lažja
1368,6.4.2015,13:00,TRUE,TRUE,TRUE,2008,Slovenija,Alpsko,1,,,,TRUE,TRUE,,4,1,-1,7,1,Lažja
1369,11.4.2015,11:30,TRUE,TRUE,TRUE,1973,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,5,7,1,Lažja
1370,23.2.2015,10:00,TRUE,TRUE,TRUE,1985,Slovenija,Alpsko,1,,,,TRUE,,,4,3,0,11,1,Lažja
1371,28.2.2015,15:00,TRUE,TRUE,TRUE,2007,Slovenija,Alpsko,2,,,,TRUE,TRUE,,3,1,-25,7,1,Lažja
1372,23.2.2015,11:00,TRUE,TRUE,TRUE,1986,Madžarska,Alpsko,1,,,,TRUE,TRUE,TRUE,2,3,0,7,1,Lažja
1373,28.2.2015,09:00,TRUE,TRUE,TRUE,2007,Slovenija,Alpsko,2,,,,TRUE,TRUE,,2,1,-15,,1,Lažja
1374,24.2.2015,15:30,TRUE,TRUE,,2006,Slovenija,Alpsko,2,,,,TRUE,TRUE,,5,1,-1,7,3,Lažja
1375,27.2.2015,11:30,TRUE,TRUE,TRUE,1984,Slovenija,Deskanje,1,,,,,,,3,1,-1,7,1,Lažja
1376,27.2.2015,11:30,TRUE,TRUE,TRUE,1996,Slovenija,Deskanje,1,,,,TRUE,TRUE,,1,2,-15,2,1,Lažja
1377,25.2.2015,14:30,TRUE,TRUE,TRUE,2003,Slovenija,Alpsko,2,,,,TRUE,,,5,1,-2,7,3,Lažja
1378,28.2.2015,13:30,TRUE,TRUE,TRUE,2008,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,2,-7,6,1,Lažja
1379,25.2.2015,17:30,TRUE,,TRUE,1977,Slovenija,Alpsko,1,,,,TRUE,TRUE,,,1,-3,7,3,Lažja
1380,24.2.2015,11:00,TRUE,TRUE,TRUE,2006,Slovenija,Alpsko,,,,,,,,,,,,,Lažja
1381,26.2.2015,10:30,TRUE,TRUE,TRUE,1954,Slovenija,Alpsko,22,1991,Slovenija,Alpsko,TRUE,TRUE,TRUE,1,1,-3,4,1,Lažja
1382,23.2.2015,11:30,TRUE,TRUE,TRUE,1992,Slovenija,Alpsko,1,,,,,,,2,1,0,11,1,Lažja
1383,23.2.2015,11:00,TRUE,TRUE,TRUE,1960,Slovenija,Alpsko,25,,,,,,,2,1,,11,1,Lažja
1384,26.2.2015,11:00,TRUE,TRUE,TRUE,2001,Slovenija,Deskanje,2,,,,TRUE,TRUE,,2,2,-2,7,1,Lažja
1385,26.2.2015,11:00,TRUE,TRUE,TRUE,1973,Slovenija,Alpsko,25,,,,TRUE,,,2,2,-3,7,1,Lažja
1386,18.2.2015,11:00,TRUE,TRUE,TRUE,1999,Nizozemska,,10,,,,TRUE,TRUE,,2,1,12,3,1,Lažja
1387,15.2.2015,15:00,TRUE,,,2003,Slovenija,Alpsko,2,,,,TRUE,TRUE,,1,1,12,4,1,Lažja
1388,17.2.2015,11:00,TRUE,,TRUE,1979,Slovenija,Alpsko,1,,,,,,,5,3,-1,7,1,Lažja
1389,18.2.2015,11:00,TRUE,,TRUE,1953,Slovenija,Alpsko,1,,,,TRUE,TRUE,,4,,-3,4,1,Lažja
1390,18.2.2015,11:30,TRUE,,TRUE,1997,Slovenija,Deskanje,1,,,,TRUE,TRUE,,5,1,-2,3,1,Lažja
1391,18.2.2015,14:00,TRUE,,TRUE,1999,Slovenija,Deskanje,1,,,,,,,5,5,-2,3,1,Lažja
1392,18.2.2015,18:30,TRUE,,TRUE,1999,Slovenija,Alpsko,25,,,,,,,1,1,-4,7,1,Lažja
1393,19.2.2015,11:30,TRUE,,TRUE,1998,Slovenija,Deskanje,1,1965,črna gora,Alpsko,TRUE,TRUE,,1,2,3,7,1,Lažja
1394,20.2.2015,10:00,TRUE,,TRUE,2003,Slovenija,Alpsko,22,,,,TRUE,TRUE,,1,1,6,3,1,Lažja
1395,20.2.2015,18:30,TRUE,,,1946,Madžarska,Alpsko,,1997,Madžarska,,TRUE,TRUE,,,2,3,7,1,Lažja
1396,19.2.2015,15:30,TRUE,,TRUE,1965,Slovenija,Alpsko,,,,,,,,1,2,3,,1,Lažja
1397,28.2.2015,12:30,TRUE,,TRUE,1993,Portugalska,Alpsko,,,,,TRUE,TRUE,,1,1,3,7,1,Lažja
1398,27.2.2015,14:30,TRUE,,FALSE,,Slovenija,Alpsko,,,,,TRUE,TRUE,,,2,2,7,1,Lažja
1399,23.2.2015,11:00,TRUE,,TRUE,1953,Slovenija,Alpsko,,,,,,TRUE,,5,1,4,7,1,Lažja
1400,21.2.2015,11:00,TRUE,,TRUE,1985,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,2,7,1,Lažja
1401,21.2.2015,11:00,TRUE,,TRUE,2007,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,2,7,1,Lažja
1402,21.2.2015,10:00,TRUE,,TRUE,1966,Slovenija,Alpsko,1,,,,TRUE,TRUE,,1,2,2,7,1,Lažja
1403,20.2.2015,12:30,TRUE,,TRUE,1998,Slovenija,Alpsko,,,,,,,,1,2,5,7,1,Lažja
1404,20.2.2015,09:30,TRUE,,,1961,Slovenija,Alpsko,,,,,,,,1,2,3,7,1,Lažja
1405,19.2.2015,13:30,TRUE,,TRUE,2007,Združeno Kraljestvo,Alpsko,,,,,TRUE,,,1,2,4,7,1,Lažja
1406,19.2.2015,,TRUE,,TRUE,1960,Slovenija,Alpsko,1,,,,,,,,,,,,Lažja
1407,19.2.2015,13:00,TRUE,,TRUE,1959,Slovenija,Alpsko,,,,,,,,1,2,4,7,1,Lažja
1408,19.2.2015,09:30,TRUE,,TRUE,1978,Slovenija,Alpsko,,,,,TRUE,TRUE,,1,2,2,7,1,Lažja
1409,13.2.2015,10:30,TRUE,,TRUE,1941,Slovenija,Alpsko,,,,,,,,1,2,-2,7,1,Lažja
1410,12.2.2015,12:30,TRUE,,TRUE,2002,Slovenija,Alpsko,,,,,TRUE,TRUE,,3,1,1,7,1,Lažja
1411,12.2.2015,09:00,TRUE,,TRUE,1947,Slovenija,Alpsko,,,,,TRUE,TRUE,,1,1,-3,7,1,Lažja
1412,12.2.2015,13:30,TRUE,,TRUE,1998,Slovenija,Alpsko,1,,,,,,,2,1,1,7,1,Lažja
1413,11.2.2015,11:00,TRUE,,TRUE,1984,Slovenija,Alpsko,,,,,,,,1,2,0,7,1,Lažja
1414,7.2.2015,11:30,TRUE,,TRUE,1982,Hrvaška,Alpsko,25,,,,TRUE,FALSE,,1,2,-4,7,1,Lažja
1415,4.2.2015,11:00,TRUE,,TRUE,2004,Slovenija,Alpsko,1,,,,TRUE,TRUE,,2,1,-2,7,1,Lažja
1416,3.2.2015,11:00,TRUE,,TRUE,2003,Slovenija,Alpsko,,,,,TRUE,TRUE,,1,1,0,7,1,Lažja
1417,3.2.2015,10:30,TRUE,,TRUE,1980,Slovenija,Alpsko,1,,,,TRUE,,,3,2,-3,7,1,Lažja
1418,17.2.2015,14:00,TRUE,TRUE,TRUE,2002,Nizozemska,Deskanje,1,,,,TRUE,TRUE,,2,2,-3,7,1,Lažja
1419,17.2.2015,11:00,TRUE,TRUE,TRUE,2003,Slovenija,Alpsko,2,,,,TRUE,TRUE,,2,6,-3,7,1,Lažja
1420,15.2.2015,12:00,TRUE,TRUE,TRUE,1974,Slovenija,Alpsko,,,,,,,,1,1,-1,7,1,Lažja
1421,15.2.2015,11:00,TRUE,TRUE,TRUE,1966,Slovenija,Alpsko,1,,,,,,,5,3,0,7,1,Lažja
1422,15.2.2015,10:30,TRUE,TRUE,TRUE,1995,Združeno Kraljestvo,Alpsko,15,,,,TRUE,TRUE,,2,5,-1,7,1,Lažja
1423,14.2.2015,13:00,TRUE,TRUE,TRUE,1973,Slovenija,Alpsko,1,,,,,,,2,1,-7,7,1,Lažja
1424,26.2.2015,11:00,TRUE,TRUE,,1999,Slovenija,Deskanje,2,,,,TRUE,,,2,2,-2,7,1,Lažja
